GO_ID,Name,Namespace,Enrichment,Study_Count,Study_Total,Population_Count,Population_Total,P_Value,FDR
GO:1904262,negative regulation of TORC1 signaling,BP,p,2,3765,54,20413,0.0024046810815789,0.0435489952810132
GO:2000059,negative regulation of ubiquitin-dependent protein catabolic process,BP,p,2,3765,54,20413,0.0024046810815789,0.0435489952810132
GO:0002183,cytoplasmic translational initiation,BP,p,0,3765,33,20413,0.0024158764493428,0.0435489952810132
GO:0042056,chemoattractant activity,MF,e,12,3765,28,20413,0.002444772174312,0.0439479966387517
GO:0042923,neuropeptide binding,MF,e,8,3765,15,20413,0.0024771774882035,0.0443360683543722
GO:0007006,mitochondrial membrane organization,BP,p,2,3765,55,20413,0.0024824781335957,0.0443534650320644
GO:0050688,regulation of defense response to virus,BP,p,2,3765,55,20413,0.0024824781335957,0.0443534650320644
GO:0043169,cation binding,MF,e,436,3765,2085,20413,0.0026041272940851,0.0463652307886071
GO:1905168,positive regulation of double-strand break repair via homologous recombination,BP,p,1,3765,43,20413,0.0026586748106327,0.0472543130045944
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",BP,p,1,3765,43,20413,0.0026586748106327,0.0472543130045944
GO:0080135,regulation of cellular response to stress,BP,p,66,3765,493,20413,0.0026969392469299,0.0476891108739869
GO:0031072,heat shock protein binding,MF,p,11,3765,127,20413,0.0027255041890058,0.0480255867113467
GO:0034340,response to type I interferon,BP,p,1,3765,44,20413,0.0027337326612379,0.0480466410177956
GO:0017004,cytochrome complex assembly,BP,p,1,3765,44,20413,0.0027337326612379,0.0480466410177956
GO:0043488,regulation of mRNA stability,BP,p,17,3765,171,20413,0.0028413547247182,0.0498099934761767
