GO_ID,Name,Namespace,Enrichment,Study_Count,Study_Total,Population_Count,Population_Total,P_Value,FDR
GO:0002792,negative regulation of peptide secretion,BP,e,18,3765,34,20413,6.194583693308583e-06,0.0003280248155735731
GO:0050680,negative regulation of epithelial cell proliferation,BP,e,35,3765,90,20413,6.758439600921891e-06,0.00035696057407652663
GO:0003777,microtubule motor activity,MF,e,28,3765,66,20413,6.941635741955446e-06,0.0003648387668754656
GO:0030490,maturation of SSU-rRNA,BP,p,0,3765,61,20413,6.943205927947669e-06,0.0003648387668754656
GO:0008236,serine-type peptidase activity,MF,e,55,3765,166,20413,7.025583536976074e-06,0.00036728388628380274
GO:0070374,positive regulation of ERK1 and ERK2 cascade,BP,e,55,3765,166,20413,7.025583536976074e-06,0.00036728388628380274
GO:0018149,peptide cross-linking,BP,e,7,3765,7,20413,7.228198830754884e-06,0.000376914703915165
GO:0007043,cell-cell junction assembly,BP,e,39,3765,106,20413,7.283902439096039e-06,0.0003788553621431348
GO:0000956,nuclear-transcribed mRNA catabolic process,BP,p,5,3765,119,20413,7.387219741637084e-06,0.00038325644092498425
GO:0033036,macromolecule localization,BP,p,188,3765,1346,20413,7.469699885010921e-06,0.00038655696904931516
GO:0007204,positive regulation of cytosolic calcium ion concentration,BP,e,46,3765,132,20413,7.506720087224764e-06,0.0003874942436964662
GO:0016740,transferase activity,MF,p,316,3765,2115,20413,7.67604364341216e-06,0.00039523910146845574
GO:0090257,regulation of muscle system process,BP,e,65,3765,208,20413,8.308485848280487e-06,0.00042673132954589477
GO:0034708,methyltransferase complex,CC,p,4,3765,108,20413,8.362910880860592e-06,0.00042845283170369025
GO:1903311,regulation of mRNA metabolic process,BP,p,29,3765,311,20413,8.653238324475985e-06,0.0004422214787618114
GO:0003002,regionalization,BP,e,40,3765,109,20413,8.876798388994655e-06,0.00045154829657821145
GO:0009966,regulation of signal transduction,BP,e,593,3765,2751,20413,8.879810838872747e-06,0.00045154829657821145
GO:0045596,negative regulation of cell differentiation,BP,e,133,3765,504,20413,8.97152818436064e-06,0.0004539593261286484
GO:0009201,ribonucleoside triphosphate biosynthetic process,BP,p,3,3765,97,20413,8.957168571754888e-06,0.0004539593261286484
GO:0043270,positive regulation of monoatomic ion transport,BP,e,50,3765,148,20413,9.026310338394766e-06,0.0004556063491741969
GO:0006355,regulation of DNA-templated transcription,BP,p,435,3765,2810,20413,9.495973049033776e-06,0.0004781350754148628
GO:0048589,developmental growth,BP,e,52,3765,156,20413,9.603775574401298e-06,0.000480308884592505
GO:0098772,molecular function regulator activity,MF,e,471,3765,2137,20413,9.609458970522962e-06,0.000480308884592505
GO:0040007,growth,BP,e,52,3765,156,20413,9.603775574401298e-06,0.000480308884592505
GO:0120193,tight junction organization,BP,e,20,3765,41,20413,9.670664277096185e-06,0.0004821920268382777
GO:0030001,metal ion transport,BP,e,143,3765,550,20413,9.77862009411919e-06,0.0004857022497015322
GO:0006281,DNA repair,BP,p,44,3765,417,20413,9.788465774983302e-06,0.0004857022497015322
GO:0031253,cell projection membrane,CC,e,100,3765,359,20413,1.0005218851800966e-05,0.0004952583331641478
GO:0002673,regulation of acute inflammatory response,BP,e,19,3765,38,20413,1.0225978592529464e-05,0.000502544314860207
GO:0032330,regulation of chondrocyte differentiation,BP,e,19,3765,38,20413,1.0225978592529464e-05,0.000502544314860207
GO:0141187,nucleic acid biosynthetic process,BP,p,46,3765,432,20413,1.0190975817790164e-05,0.000502544314860207
GO:0017171,serine hydrolase activity,MF,e,56,3765,172,20413,1.0360199702978444e-05,0.0005067101969287285
GO:0071375,cellular response to peptide hormone stimulus,BP,e,56,3765,172,20413,1.0360199702978444e-05,0.0005067101969287285
GO:0090278,negative regulation of peptide hormone secretion,BP,e,17,3765,32,20413,1.0567295922547015e-05,0.0005143838369139097
GO:0055074,calcium ion homeostasis,BP,e,58,3765,180,20413,1.054526459031666e-05,0.0005143838369139097
GO:0001666,response to hypoxia,BP,e,72,3765,239,20413,1.067727956433528e-05,0.0005160601181884974
GO:0016073,snRNA metabolic process,BP,p,0,3765,58,20413,1.0653700553991199e-05,0.0005160601181884974
GO:0065002,intracellular protein transmembrane transport,BP,p,0,3765,58,20413,1.0653700553991199e-05,0.0005160601181884974
GO:0003824,catalytic activity,MF,p,863,3765,5253,20413,1.0930889422184742e-05,0.0005270746280678398
GO:0032040,small-subunit processome,CC,p,1,3765,72,20413,1.116271898399525e-05,0.0005357320846346948
GO:0015986,proton motive force-driven ATP synthesis,BP,p,1,3765,72,20413,1.116271898399525e-05,0.0005357320846346948
GO:0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,BP,e,31,3765,78,20413,1.1313774786765176e-05,0.0005417130530494831
GO:0051047,positive regulation of secretion,BP,e,79,3765,269,20413,1.1468297695475272e-05,0.0005478317591453957
GO:0008104,intracellular protein localization,BP,p,184,3765,1313,20413,1.1685420027632684e-05,0.0005562366950894856
GO:0008217,regulation of blood pressure,BP,e,43,3765,123,20413,1.1698531966211306e-05,0.0005562366950894856
GO:2001141,regulation of RNA biosynthetic process,BP,p,438,3765,2823,20413,1.2509166277648682e-05,0.0005920331282398485
GO:0010001,glial cell differentiation,BP,e,22,3765,48,20413,1.250282130946373e-05,0.0005920331282398485
GO:0005901,caveola,CC,e,30,3765,74,20413,1.2714648125370468e-05,0.0005995778452136286
GO:0070062,extracellular exosome,CC,e,438,3765,1979,20413,1.2727095235833134e-05,0.0005995778452136286
GO:0051170,import into nucleus,BP,p,3,3765,94,20413,1.3157464365363568e-05,0.0006184310028426505
GO:0001501,skeletal system development,BP,e,39,3765,107,20413,1.333421903936444e-05,0.000625304692845985
GO:0101005,deubiquitinase activity,MF,p,3,3765,95,20413,1.3438708206319539e-05,0.0006287658613518409
GO:0030021,extracellular matrix structural constituent conferring compression resistance,MF,e,11,3765,16,20413,1.444302492169741e-05,0.0006742161952627449
GO:0098636,protein complex involved in cell adhesion,CC,e,26,3765,61,20413,1.4612654009435397e-05,0.0006805843604894535
GO:1904062,regulation of monoatomic cation transmembrane transport,BP,e,67,3765,220,20413,1.5122296057869108e-05,0.0007027238392605706
GO:0140463,chromatin-protein adaptor activity,MF,p,7,3765,134,20413,1.5179093696916672e-05,0.0007028302233387814
GO:0005126,cytokine receptor binding,MF,e,63,3765,203,20413,1.5193177618654182e-05,0.0007028302233387814
GO:0007599,hemostasis,BP,e,28,3765,69,20413,1.6056486575297367e-05,0.0007410936472692994
GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,BP,e,46,3765,135,20413,1.6330562687690243e-05,0.0007520499351883958
GO:2000779,regulation of double-strand break repair,BP,p,8,3765,142,20413,1.6554943298251374e-05,0.0007589719306735245
GO:0040029,epigenetic regulation of gene expression,BP,p,24,3765,269,20413,1.652768824202305e-05,0.0007589719306735245
GO:0065010,extracellular membrane-bounded organelle,CC,e,444,3765,2014,20413,1.7020588921526356e-05,0.0007751176194863102
GO:0043230,extracellular organelle,CC,e,444,3765,2014,20413,1.7020588921526356e-05,0.0007751176194863102
GO:1903561,extracellular vesicle,CC,e,444,3765,2014,20413,1.7020588921526356e-05,0.0007751176194863102
GO:0046622,positive regulation of organ growth,BP,e,15,3765,27,20413,1.7268274560349907e-05,0.0007846535489251678
GO:0044060,regulation of endocrine process,BP,e,18,3765,36,20413,1.747786577922767e-05,0.0007924201402958244
GO:0034767,positive regulation of monoatomic ion transmembrane transport,BP,e,37,3765,102,20413,1.759327060928925e-05,0.0007958915995500321
GO:0000387,spliceosomal snRNP assembly,BP,p,1,3765,71,20413,1.7932841811046872e-05,0.0008094663595457788
GO:0043269,regulation of monoatomic ion transport,BP,e,91,3765,324,20413,1.8226952366220352e-05,0.0008209339227273707
GO:0015267,channel activity,MF,e,118,3765,444,20413,1.835082467655617e-05,0.0008228959520714782
GO:0022803,passive transmembrane transporter activity,MF,e,118,3765,444,20413,1.835082467655617e-05,0.0008228959520714782
GO:0001667,ameboidal-type cell migration,BP,e,26,3765,62,20413,1.8414466345203763e-05,0.0008237820902065973
GO:0051046,regulation of secretion,BP,e,133,3765,512,20413,1.8450982257591773e-05,0.0008237820902065973
GO:0097060,synaptic membrane,CC,e,108,3765,398,20413,1.982401628677893e-05,0.0008831599255760015
GO:0000118,histone deacetylase complex,CC,p,2,3765,82,20413,2.0366109495136432e-05,0.0009053420431319543
GO:0031589,cell-substrate adhesion,BP,e,46,3765,137,20413,2.0534613290169588e-05,0.0009108567752282368
GO:1903432,regulation of TORC1 signaling,BP,p,5,3765,111,20413,2.209096426517326e-05,0.0009777756602293642
GO:1904064,positive regulation of cation transmembrane transport,BP,e,36,3765,99,20413,2.2389061566111792e-05,0.0009888341350739848
GO:0043022,ribosome binding,MF,p,5,3765,112,20413,2.2506496650712937e-05,0.0009918830878775488
GO:0010959,regulation of metal ion transport,BP,e,80,3765,278,20413,2.295921813066278e-05,0.0010096636419563783
GO:0016339,calcium-dependent cell-cell adhesion,BP,e,20,3765,43,20413,2.3613740214303994e-05,0.0010362235079480339
GO:0051048,negative regulation of secretion,BP,e,45,3765,133,20413,2.391860077801973e-05,0.0010473587302221332
GO:0034504,protein localization to nucleus,BP,p,9,3765,146,20413,2.4388846688666157e-05,0.0010656729961425065
GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,BP,e,43,3765,126,20413,2.4910156597333073e-05,0.0010861358279769077
GO:0090734,site of DNA damage,CC,p,9,3765,148,20413,2.5124043061338517e-05,0.0010931359117962
GO:0032774,RNA biosynthetic process,BP,p,37,3765,358,20413,2.5363579031853858e-05,0.0011012199684317396
GO:0016741,"transferase activity, transferring one-carbon groups",MF,p,15,3765,195,20413,2.5873748056241748e-05,0.0011186302086847303
GO:0140993,histone modifying activity,MF,p,15,3765,195,20413,2.5873748056241748e-05,0.0011186302086847303
GO:0034765,regulation of monoatomic ion transmembrane transport,BP,e,69,3765,232,20413,2.5945502192143437e-05,0.0011193708977338852
GO:0031248,protein acetyltransferase complex,CC,p,4,3765,100,20413,2.6020041453527227e-05,0.0011202283813175073
GO:0032968,positive regulation of transcription elongation by RNA polymerase II,BP,p,0,3765,54,20413,2.6083325746128626e-05,0.0011205987306402807
GO:0071805,potassium ion transmembrane transport,BP,e,49,3765,149,20413,2.661861482586799e-05,0.001141203501310696
GO:0045785,positive regulation of cell adhesion,BP,e,110,3765,411,20413,2.720754768811673e-05,0.0011619302916708663
GO:1903532,positive regulation of secretion by cell,BP,e,74,3765,253,20413,2.7215465768897466e-05,0.0011619302916708663
GO:0071011,precatalytic spliceosome,CC,p,1,3765,69,20413,2.791757557116709e-05,0.0011894280170060855
GO:0062013,positive regulation of small molecule metabolic process,BP,e,47,3765,142,20413,2.8010143740683975e-05,0.0011908960076303667
GO:2000146,negative regulation of cell motility,BP,e,81,3765,284,20413,2.840079360424499e-05,0.0012050051000658231
GO:0048871,multicellular organismal-level homeostasis,BP,e,89,3765,318,20413,2.8892065321330614e-05,0.0012233163112190667
GO:0006606,protein import into nucleus,BP,p,3,3765,90,20413,2.9071389574247915e-05,0.0012283711062784793
GO:0060421,positive regulation of heart growth,BP,e,14,3765,25,20413,2.9356859087057445e-05,0.0012378808915042556
GO:0008009,chemokine activity,MF,e,17,3765,34,20413,2.991036210089455e-05,0.0012560513330607214
GO:0045923,positive regulation of fatty acid metabolic process,BP,e,17,3765,34,20413,2.991036210089455e-05,0.0012560513330607214
GO:0019956,chemokine binding,MF,e,16,3765,31,20413,3.091344048354945e-05,0.0012928757874068957
GO:0001944,vasculature development,BP,e,16,3765,31,20413,3.091344048354945e-05,0.0012928757874068957
GO:0036293,response to decreased oxygen levels,BP,e,72,3765,246,20413,3.11091568821225e-05,0.0012957722601327976
GO:0001510,RNA methylation,BP,p,2,3765,80,20413,3.10868680656662e-05,0.0012957722601327976
GO:0007596,blood coagulation,BP,e,26,3765,64,20413,3.190369443133499e-05,0.0013234866598812712
GO:0050817,coagulation,BP,e,26,3765,64,20413,3.190369443133499e-05,0.0013234866598812712
GO:0007162,negative regulation of cell adhesion,BP,e,75,3765,258,20413,3.2463395092828385e-05,0.0013439845568430952
GO:0045834,positive regulation of lipid metabolic process,BP,e,42,3765,123,20413,3.259116450209329e-05,0.0013465538994786245
GO:0001938,positive regulation of endothelial cell proliferation,BP,e,31,3765,81,20413,3.424941923014258e-05,0.0014122200166666236
GO:0120162,positive regulation of cold-induced thermogenesis,BP,e,35,3765,97,20413,3.462668760245592e-05,0.001424909054291424
GO:0050920,regulation of chemotaxis,BP,e,55,3765,176,20413,3.538906152587511e-05,0.0014533628013021216
GO:0008168,methyltransferase activity,MF,p,14,3765,185,20413,3.588803406197251e-05,0.0014709069640640052
GO:0008016,regulation of heart contraction,BP,e,53,3765,168,20413,3.607652912563496e-05,0.0014735693973571256
GO:0006639,acylglycerol metabolic process,BP,e,29,3765,75,20413,3.616871160252936e-05,0.0014735693973571256
GO:0006638,neutral lipid metabolic process,BP,e,29,3765,75,20413,3.616871160252936e-05,0.0014735693973571256
GO:0008757,S-adenosylmethionine-dependent methyltransferase activity,MF,p,11,3765,160,20413,3.641642081373625e-05,0.0014807176820156687
GO:1903522,regulation of blood circulation,BP,e,64,3765,213,20413,3.727795684415948e-05,0.001512746870509624
GO:0050839,cell adhesion molecule binding,MF,e,155,3765,619,20413,3.811311261194568e-05,0.0015435810607838001
GO:0051480,regulation of cytosolic calcium ion concentration,BP,e,24,3765,57,20413,3.844184736396026e-05,0.001550765311081964
GO:0048514,blood vessel morphogenesis,BP,e,24,3765,57,20413,3.844184736396026e-05,0.001550765311081964
GO:0030424,axon,CC,e,110,3765,414,20413,3.858950169004834e-05,0.0015536633755091566
GO:0048545,response to steroid hormone,BP,e,54,3765,171,20413,3.902025671228528e-05,0.0015679257270683573
GO:0071012,catalytic step 1 spliceosome,CC,p,1,3765,65,20413,4.002294232026084e-05,0.001598811222161999
GO:0071006,U2-type catalytic step 1 spliceosome,CC,p,1,3765,65,20413,4.002294232026084e-05,0.001598811222161999
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,BP,p,1,3765,65,20413,4.002294232026084e-05,0.001598811222161999
GO:0005216,monoatomic ion channel activity,MF,e,105,3765,391,20413,4.057248187209507e-05,0.0016176106439782965
GO:0090066,regulation of anatomical structure size,BP,e,86,3765,308,20413,4.1752835157347985e-05,0.00166143854539715
GO:0007411,axon guidance,BP,e,52,3765,164,20413,4.217564194938762e-05,0.001675010524164342
GO:0005198,structural molecule activity,MF,e,178,3765,729,20413,4.232862903717453e-05,0.001677834806303322
GO:1903531,negative regulation of secretion by cell,BP,e,41,3765,120,20413,4.322453338014235e-05,0.001710039309959956
GO:0031461,cullin-RING ubiquitin ligase complex,CC,p,22,3765,246,20413,4.3901688936108274e-05,0.001733482295506102
GO:0120192,tight junction assembly,BP,e,18,3765,38,20413,4.434034945645807e-05,0.0017474361180984525
GO:0009145,purine nucleoside triphosphate biosynthetic process,BP,p,3,3765,89,20413,4.58592868476061e-05,0.0018003723474482602
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,BP,p,3,3765,89,20413,4.58592868476061e-05,0.0018003723474482602
GO:0097485,neuron projection guidance,BP,e,52,3765,165,20413,4.6303408735366415e-05,0.0018143322279423784
GO:0070646,protein modification by small protein removal,BP,p,5,3765,107,20413,4.654707750681737e-05,0.0018203993498992525
GO:0001508,action potential,BP,e,31,3765,83,20413,4.70712564903107e-05,0.0018373928747732137
GO:0051130,positive regulation of cellular component organization,BP,e,230,3765,978,20413,4.8254546365763236e-05,0.0018764334320181897
GO:0040013,negative regulation of locomotion,BP,e,82,3765,291,20413,4.82351997227313e-05,0.0018764334320181897
GO:0140566,histone reader activity,MF,p,5,3765,108,20413,4.845673000503967e-05,0.0018807268333206023
GO:0051054,positive regulation of DNA metabolic process,BP,p,24,3765,259,20413,4.934550051628593e-05,0.0019116017808700333
GO:0060562,epithelial tube morphogenesis,BP,e,27,3765,68,20413,4.9592435540880836e-05,0.0019175429840363602
GO:0046460,neutral lipid biosynthetic process,BP,e,13,3765,23,20413,4.992100126143869e-05,0.0019229907497192917
GO:0046463,acylglycerol biosynthetic process,BP,e,13,3765,23,20413,4.992100126143869e-05,0.0019229907497192917
GO:0016197,endosomal transport,BP,p,27,3765,282,20413,5.120740740410218e-05,0.0019688431518429007
GO:0019730,antimicrobial humoral response,BP,e,39,3765,114,20413,5.173200759209148e-05,0.0019852884486605445
GO:0030336,negative regulation of cell migration,BP,e,77,3765,271,20413,5.221010627007228e-05,0.0019998910426029743
GO:0065007,biological regulation,BP,e,2021,3765,10348,20413,5.261769048753254e-05,0.0020110296766068965
GO:0140677,molecular function activator activity,MF,e,245,3765,1053,20413,5.2697161779041796e-05,0.0020110296766068965
GO:0002685,regulation of leukocyte migration,BP,e,59,3765,194,20413,5.306694041327264e-05,0.0020213769700542683
GO:0060420,regulation of heart growth,BP,e,20,3765,45,20413,5.3341910980660003e-05,0.0020280812276932568
GO:0030278,regulation of ossification,BP,e,34,3765,95,20413,5.347534437544659e-05,0.002028197320603171
GO:1901654,response to ketone,BP,e,55,3765,177,20413,5.35429049161331e-05,0.002028197320603171
GO:0006813,potassium ion transport,BP,e,49,3765,153,20413,5.543107438583804e-05,0.0020958468771014372
GO:0071363,cellular response to growth factor stimulus,BP,e,73,3765,253,20413,5.575939477108913e-05,0.002104378042438176
GO:0007416,synapse assembly,BP,e,33,3765,91,20413,5.807318648720571e-05,0.002187672446107181
GO:0070848,response to growth factor,BP,e,80,3765,285,20413,5.826225303886959e-05,0.002190767617478082
GO:0006956,complement activation,BP,e,19,3765,42,20413,6.064630698432615e-05,0.002276235840713912
GO:0046620,regulation of organ growth,BP,e,23,3765,55,20413,6.244763134596632e-05,0.002337177646954251
GO:0006414,translational elongation,BP,p,1,3765,64,20413,6.249808961747571e-05,0.002337177646954251
GO:0003743,translation initiation factor activity,MF,p,0,3765,50,20413,6.456744625535314e-05,0.002410165165958018
GO:0004843,cysteine-type deubiquitinase activity,MF,p,3,3765,86,20413,6.471466846318124e-05,0.002411268546938133
GO:0009142,nucleoside triphosphate biosynthetic process,BP,p,5,3765,104,20413,6.678659976047427e-05,0.0024839524299299443
GO:0022836,gated channel activity,MF,e,79,3765,280,20413,6.722042677840401e-05,0.002495558344148249
GO:0016605,PML body,CC,p,5,3765,105,20413,6.772278928517437e-05,0.002509662062967592
GO:0034103,regulation of tissue remodeling,BP,e,26,3765,65,20413,6.804966508062512e-05,0.0025172234413307773
GO:0005504,fatty acid binding,MF,e,18,3765,39,20413,6.820378540634365e-05,0.002518378692490451
GO:0045814,"negative regulation of gene expression, epigenetic",BP,p,14,3765,182,20413,6.860516296311013e-05,0.0025286431737464314
GO:0046390,ribose phosphate biosynthetic process,BP,p,11,3765,156,20413,6.917632816911561e-05,0.002545117581992255
GO:0070482,response to oxygen levels,BP,e,76,3765,269,20413,6.985804283428295e-05,0.0025655929602203596
GO:0000959,mitochondrial RNA metabolic process,BP,p,0,3765,51,20413,7.031149878788315e-05,0.002568437691016202
GO:0000502,proteasome complex,CC,p,0,3765,51,20413,7.031149878788315e-05,0.002568437691016202
GO:1904356,regulation of telomere maintenance via telomere lengthening,BP,p,0,3765,51,20413,7.031149878788315e-05,0.002568437691016202
GO:0032868,response to insulin,BP,e,44,3765,134,20413,7.083452768474001e-05,0.0025829394587960444
GO:0005200,structural constituent of cytoskeleton,MF,e,37,3765,106,20413,7.121981029859577e-05,0.0025831992432727843
GO:0021700,developmental maturation,BP,e,37,3765,106,20413,7.121981029859577e-05,0.0025831992432727843
GO:0045598,regulation of fat cell differentiation,BP,e,37,3765,106,20413,7.121981029859577e-05,0.0025831992432727843
GO:0140096,"catalytic activity, acting on a protein",MF,p,336,3765,2187,20413,7.155032214547908e-05,0.002590602034853892
GO:0019217,regulation of fatty acid metabolic process,BP,e,30,3765,81,20413,7.35399908535697e-05,0.0026579453837075905
GO:0061136,regulation of proteasomal protein catabolic process,BP,p,18,3765,210,20413,7.460434524057835e-05,0.002691666984181641
GO:1901137,carbohydrate derivative biosynthetic process,BP,p,63,3765,523,20413,7.695641346370564e-05,0.0027716481214617216
GO:0010811,positive regulation of cell-substrate adhesion,BP,e,37,3765,107,20413,7.751078225613452e-05,0.002786716597850815
GO:0006940,regulation of smooth muscle contraction,BP,e,20,3765,46,20413,7.809882148341516e-05,0.002802940715691115
GO:0050896,response to stimulus,BP,e,854,3765,4148,20413,7.88361067504133e-05,0.002824455132231153
GO:0016493,C-C chemokine receptor activity,MF,e,12,3765,21,20413,8.489900880248569e-05,0.003033588326361707
GO:0051255,spindle midzone assembly,BP,e,9,3765,13,20413,8.511751757468314e-05,0.003033588326361707
GO:0007088,regulation of mitotic nuclear division,BP,e,39,3765,115,20413,8.503712551964448e-05,0.003033588326361707
GO:0031644,regulation of nervous system process,BP,e,37,3765,108,20413,8.690936255248032e-05,0.003092072164562464
GO:0001637,G protein-coupled chemoattractant receptor activity,MF,e,13,3765,24,20413,9.052764080308679e-05,0.0032096590708956016
GO:0004950,chemokine receptor activity,MF,e,13,3765,24,20413,9.052764080308679e-05,0.0032096590708956016
GO:0035633,maintenance of blood-brain barrier,BP,e,14,3765,27,20413,9.108458104943046e-05,0.003223827840148495
GO:0003014,renal system process,BP,e,34,3765,96,20413,9.189625989955609e-05,0.0032469483691751773
GO:0070918,regulatory ncRNA processing,BP,p,1,3765,61,20413,9.307438691217627e-05,0.0032716525059883848
GO:0032786,"positive regulation of DNA-templated transcription, elongation",BP,p,1,3765,61,20413,9.307438691217627e-05,0.0032716525059883848
GO:0005689,U12-type spliceosomal complex,CC,p,1,3765,61,20413,9.307438691217627e-05,0.0032716525059883848
GO:0016482,cytosolic transport,BP,p,9,3765,138,20413,9.38007016896052e-05,0.0032892531036092633
GO:0014013,regulation of gliogenesis,BP,e,26,3765,67,20413,9.389611406877564e-05,0.0032892531036092633
GO:0051606,detection of stimulus,BP,e,57,3765,189,20413,9.501607101917111e-05,0.0033228060467506374
GO:0043038,amino acid activation,BP,p,0,3765,47,20413,9.973405850217071e-05,0.0034733468907351033
GO:0044232,organelle membrane contact site,CC,p,2,3765,72,20413,9.982927432015693e-05,0.0034733468907351033
GO:0043039,tRNA aminoacylation,BP,p,0,3765,47,20413,9.973405850217071e-05,0.0034733468907351033
GO:0062012,regulation of small molecule metabolic process,BP,e,79,3765,283,20413,0.00010212497235819921,0.0035471984042992817
GO:0000902,cell morphogenesis,BP,e,34,3765,97,20413,0.00010297976034696264,0.0035708362585284356
GO:0001954,positive regulation of cell-matrix adhesion,BP,e,23,3765,57,20413,0.00010441999462834696,0.0036085648396605636
GO:0030199,collagen fibril organization,BP,e,23,3765,57,20413,0.00010441999462834696,0.0036085648396605636
GO:0061919,process utilizing autophagic mechanism,BP,p,17,3765,200,20413,0.00010537952199334531,0.0036294832675792025
GO:0006914,autophagy,BP,p,17,3765,200,20413,0.00010537952199334531,0.0036294832675792025
GO:0009894,regulation of catabolic process,BP,p,137,3765,988,20413,0.00010651957672120084,0.003656458435088055
GO:1903053,regulation of extracellular matrix organization,BP,e,25,3765,63,20413,0.00010650229195979536,0.003656458435088055
GO:0010648,negative regulation of cell communication,BP,e,290,3765,1284,20413,0.00010935754915922404,0.003747599088494947
GO:0022407,regulation of cell-cell adhesion,BP,e,111,3765,427,20413,0.00011177936285081615,0.0038241978011715784
GO:0010647,positive regulation of cell communication,BP,e,349,3765,1576,20413,0.00011443646645000605,0.003908577511599957
GO:0023056,positive regulation of signaling,BP,e,350,3765,1582,20413,0.00011788053901822157,0.004019510625791039
GO:0016779,nucleotidyltransferase activity,MF,p,7,3765,118,20413,0.00011855619050064878,0.004030775556013663
GO:0010717,regulation of epithelial to mesenchymal transition,BP,e,34,3765,98,20413,0.00011860428733110034,0.004030775556013663
GO:0010810,regulation of cell-substrate adhesion,BP,e,58,3765,195,20413,0.00012341376520803575,0.004187281937762048
GO:0051783,regulation of nuclear division,BP,e,41,3765,126,20413,0.00012465912017878842,0.004222544379874234
GO:0009611,response to wounding,BP,e,45,3765,142,20413,0.0001253430715540158,0.004238705553393475
GO:0051960,regulation of nervous system development,BP,e,85,3765,313,20413,0.0001260497423231379,0.0042555805097661695
GO:0051256,mitotic spindle midzone assembly,BP,e,8,3765,11,20413,0.0001286692363904128,0.004336872798270937
GO:2000058,regulation of ubiquitin-dependent protein catabolic process,BP,p,12,3765,160,20413,0.0001297183088335775,0.004357897217912301
GO:0023057,negative regulation of signaling,BP,e,290,3765,1287,20413,0.00012964818344946444,0.004357897217912301
GO:0009260,ribonucleotide biosynthetic process,BP,p,11,3765,151,20413,0.0001306762881115699,0.004382895535630773
GO:0031214,biomineral tissue development,BP,e,19,3765,44,20413,0.00013111653031460454,0.00439047558126992
GO:0005912,adherens junction,CC,e,58,3765,196,20413,0.00013217063994335994,0.004411356554331067
GO:0006605,protein targeting,BP,p,11,3765,152,20413,0.00013196697215643992,0.004411356554331067
GO:0001568,blood vessel development,BP,e,23,3765,58,20413,0.00013817630690559615,0.004604304158400621
GO:0018205,peptidyl-lysine modification,BP,p,5,3765,99,20413,0.0001389600949302753,0.004622904586698265
GO:0005737,cytoplasm,CC,p,1027,3765,6091,20413,0.00014060657040856862,0.004670097969826251
GO:0042981,regulation of apoptotic process,BP,e,261,3765,1146,20413,0.00014128555800126672,0.004684547688357259
GO:0010743,regulation of macrophage derived foam cell differentiation,BP,e,15,3765,31,20413,0.00014149880540150994,0.004684547688357259
GO:0016327,apicolateral plasma membrane,CC,e,11,3765,19,20413,0.0001443615082166023,0.004763929771147876
GO:0043117,positive regulation of vascular permeability,BP,e,11,3765,19,20413,0.0001443615082166023,0.004763929771147876
GO:0010965,regulation of mitotic sister chromatid separation,BP,e,26,3765,69,20413,0.00014631254931764747,0.004797412917066479
GO:0007517,muscle organ development,BP,e,26,3765,69,20413,0.00014631254931764747,0.004797412917066479
GO:0099512,supramolecular fiber,CC,e,148,3765,602,20413,0.00014597382837550825,0.004797412917066479
GO:0099081,supramolecular polymer,CC,e,148,3765,602,20413,0.00014597382837550825,0.004797412917066479
GO:1903530,regulation of secretion by cell,BP,e,120,3765,472,20413,0.00014698981181834945,0.004811920468999098
GO:0033047,regulation of mitotic sister chromatid segregation,BP,e,25,3765,65,20413,0.00014895134821230402,0.004868357223149516
GO:0050890,cognition,BP,e,59,3765,200,20413,0.00014958952825249307,0.0048814302587234714
GO:0098771,inorganic ion homeostasis,BP,e,95,3765,359,20413,0.00015058954549585085,0.004906250486242402
GO:0010712,regulation of collagen metabolic process,BP,e,18,3765,41,20413,0.00015172499810084034,0.004919779091899558
GO:1990573,potassium ion import across plasma membrane,BP,e,18,3765,41,20413,0.00015172499810084034,0.004919779091899558
GO:0001937,negative regulation of endothelial cell proliferation,BP,e,18,3765,41,20413,0.00015172499810084034,0.004919779091899558
GO:0010714,positive regulation of collagen metabolic process,BP,e,12,3765,22,20413,0.00015543268678601922,0.005016192205206129
GO:0045987,positive regulation of smooth muscle contraction,BP,e,12,3765,22,20413,0.00015543268678601922,0.005016192205206129
GO:0019825,oxygen binding,MF,e,12,3765,22,20413,0.00015543268678601922,0.005016192205206129
GO:0001504,neurotransmitter uptake,BP,e,13,3765,25,20413,0.00015679598766211867,0.005044301687848977
GO:0033612,receptor serine/threonine kinase binding,MF,e,13,3765,25,20413,0.00015679598766211867,0.005044301687848977
GO:0017069,snRNA binding,MF,p,0,3765,46,20413,0.00016164998489912556,0.00516800801955972
GO:0071025,RNA surveillance,BP,p,0,3765,46,20413,0.00016164998489912556,0.00516800801955972
GO:0097529,myeloid leukocyte migration,BP,e,31,3765,88,20413,0.0001615263416684777,0.00516800801955972
GO:0032790,ribosome disassembly,BP,p,0,3765,46,20413,0.00016164998489912556,0.00516800801955972
